# Calibrated actuator disk source
# Turbine ID:                : upfrontTurbine
# Thrust method:             : interpolatedFromTable
# Monitor reading method:    : actuatorDisk
# Rotation applied:          : 0.0000000000e+00
# Load distribution:         : NRELdistribution
#                 
# Time            # Uref            # Ctref           # Cpref           # Thr_Calc        # Thr_Applied     # errorT (%)      #                 
1                 1.448e+01		7.700e-01	4.900e-01	1.008e+06		9.947e+05	-1.309e+00	
2                 6.681e+00		8.028e-01	5.572e-01	2.237e+05		2.208e+05	-1.309e+00	
3                 8.295e+00		7.700e-01	4.900e-01	3.309e+05		3.266e+05	-1.309e+00	
4                 8.197e+00		7.421e-01	6.179e-01	3.114e+05		3.074e+05	-1.309e+00	
5                 8.061e+00		7.700e-01	4.900e-01	3.124e+05		3.084e+05	-1.309e+00	
6                 8.195e+00		7.700e-01	4.900e-01	3.229e+05		3.187e+05	-1.309e+00	
7                 8.136e+00		7.700e-01	4.900e-01	3.183e+05		3.142e+05	-1.309e+00	
8                 8.078e+00		7.700e-01	4.900e-01	3.138e+05		3.097e+05	-1.309e+00	
9                 8.032e+00		7.700e-01	4.900e-01	3.102e+05		3.062e+05	-1.309e+00	
10                8.014e+00		7.700e-01	4.900e-01	3.088e+05		3.048e+05	-1.309e+00	
11                8.270e+00		7.392e-01	6.208e-01	3.157e+05		3.116e+05	-1.309e+00	
12                8.193e+00		7.423e-01	6.177e-01	3.111e+05		3.071e+05	-1.309e+00	
13                8.185e+00		7.426e-01	6.174e-01	3.107e+05		3.067e+05	-1.309e+00	
14                8.171e+00		7.431e-01	6.169e-01	3.099e+05		3.059e+05	-1.309e+00	
15                8.163e+00		7.435e-01	6.165e-01	3.093e+05		3.053e+05	-1.309e+00	
16                8.155e+00		7.438e-01	6.162e-01	3.089e+05		3.049e+05	-1.309e+00	
17                8.147e+00		7.441e-01	6.159e-01	3.084e+05		3.045e+05	-1.309e+00	
18                8.141e+00		7.444e-01	6.156e-01	3.080e+05		3.041e+05	-1.309e+00	
19                8.135e+00		7.446e-01	6.154e-01	3.077e+05		3.037e+05	-1.309e+00	
20                8.130e+00		7.448e-01	6.152e-01	3.074e+05		3.034e+05	-1.309e+00	
21                8.125e+00		7.450e-01	6.150e-01	3.071e+05		3.032e+05	-1.309e+00	
