Points_0,Points_1,Points_2,TI,U_0,U_1,U_2,U_Magnitude,k,p
908.872,-314.786,90.314,0.0798611,8.01615,0.00222312,0.00058024,8.01615,0.612268,-0.0548297
924.957,-314.786,90.314,0.0798579,8.0159,0.00230353,0.000508341,8.0159,0.612219,-0.0526383
943.114,-314.786,90.314,0.0798543,8.01563,0.00239407,0.000433065,8.01563,0.612164,-0.0502636
963.611,-314.786,90.314,0.0798504,8.01534,0.00247222,0.000348407,8.01534,0.612104,-0.0477184
986.748,-314.786,90.314,0.0798461,8.01504,0.0025648,0.000262354,8.01504,0.612039,-0.0449832
1012.87,-314.786,90.314,0.0798415,8.01472,0.00263411,0.000166774,8.01472,0.611968,-0.0420944
1042.35,-314.786,90.314,0.0798365,8.01439,0.00272277,7.15662e-05,8.01439,0.611891,-0.0390175
1075.63,-314.786,90.314,0.0798312,8.01405,0.0027747,-2.98814e-05,8.01405,0.61181,-0.0358296
1113.2,-314.786,90.314,0.0798257,8.0137,0.00285256,-0.000131439,8.0137,0.611726,-0.0324693
1155.61,-314.786,90.314,0.0798201,8.01335,0.00287548,-0.000230551,8.01335,0.61164,-0.0290753
1203.49,-314.786,90.314,0.0798147,8.013,0.00293543,-0.00033578,8.013,0.611558,-0.0255328
1257.53,-314.786,90.314,0.0798099,8.01266,0.00292041,-0.000416924,8.01266,0.611483,-0.0220391
1318.54,-314.786,90.314,0.0798061,8.01232,0.00295784,-0.000532125,8.01232,0.611425,-0.0185144
1387.4,-314.786,90.314,0.0798042,8.012,0.00289936,-0.000578091,8.012,0.611397,-0.0149829
1465.14,-314.786,90.314,0.0798054,8.01168,0.0029084,-0.000712348,8.01168,0.611415,-0.0118408
1552.89,-314.786,90.314,0.0798116,8.01134,0.00280987,-0.000723174,8.01134,0.611509,-0.00813435
1651.95,-314.786,90.314,0.0798218,8.01105,0.00276134,-0.000809026,8.01105,0.611666,-0.00561862
1763.77,-314.786,90.314,0.0798515,8.0106,0.00279467,-0.00085807,8.0106,0.612122,-0.00187153
1890,-314.786,90.314,0.0798756,8.01027,0.00250299,-0.000667811,8.01027,0.612491,0
-1260,-279.744,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.155826
-1214.85,-279.744,90.314,0.0800921,8.00314,-0.000206641,9.35267e-05,8.00314,0.615816,0.155754
-1173.81,-279.744,90.314,0.0800923,8.00309,-0.000382457,9.076e-05,8.00309,0.615818,0.155806
-1136.49,-279.744,90.314,0.0800924,8.00294,-0.00054575,8.91102e-05,8.00294,0.615821,0.156864
-1102.55,-279.744,90.314,0.0800927,8.00276,-0.000720359,0.000144252,8.00276,0.615824,0.158425
-1071.7,-279.744,90.314,0.0800929,8.00259,-0.0008643,0.000200369,8.00259,0.615828,0.159618
-1043.65,-279.744,90.314,0.0800931,8.00239,-0.0010276,0.000235637,8.00239,0.615831,0.161102
-1018.14,-279.744,90.314,0.0800933,8.00219,-0.00116592,0.000288815,8.00219,0.615834,0.162862
-994.954,-279.744,90.314,0.0800935,8.00199,-0.00131267,0.000338526,8.00199,0.615837,0.164405
-973.87,-279.744,90.314,0.0800937,8.00178,-0.00145857,0.000381602,8.00178,0.61584,0.165928
-954.7,-279.744,90.314,0.0800939,8.00157,-0.00159723,0.000430815,8.00157,0.615844,0.167523
-937.27,-279.744,90.314,0.0800941,8.00137,-0.00172905,0.000480606,8.00137,0.615847,0.169043
-921.422,-279.744,90.314,0.0800943,8.00118,-0.00185532,0.000524776,8.00118,0.61585,0.170473
-907.013,-279.744,90.314,0.0800945,8.001,-0.00197442,0.000565709,8.001,0.615853,0.171862
-893.912,-279.744,90.314,0.0800947,8.00082,-0.00208766,0.00060932,8.00082,0.615856,0.173206
-882,-279.744,90.314,0.0800949,8.00064,-0.00219855,0.000649508,8.00064,0.615858,0.174514
-869.4,-279.744,90.314,0.0800951,8.00046,-0.00231658,0.000694922,8.00046,0.615861,0.175887
-856.8,-279.744,90.314,0.0800953,8.00027,-0.00243973,0.000737826,8.00027,0.615864,0.177327
-844.2,-279.744,90.314,0.0800955,8.00007,-0.00257075,0.000788374,8.00007,0.615867,0.178844
-831.6,-279.744,90.314,0.0800957,7.99986,-0.00270696,0.000836551,7.99986,0.61587,0.180398
-819,-279.744,90.314,0.0800959,7.99964,-0.00285104,0.000886457,7.99965,0.615873,0.182029
-806.4,-279.744,90.314,0.0800961,7.99942,-0.00300122,0.000937304,7.99942,0.615876,0.183726
-793.8,-279.744,90.314,0.0800963,7.99918,-0.00315957,0.000989274,7.99918,0.615879,0.185503
-781.2,-279.744,90.314,0.0800965,7.99894,-0.0033262,0.0010449,7.99894,0.615882,0.187366
-768.6,-279.744,90.314,0.0800967,7.99868,-0.00350102,0.00109777,7.99868,0.615885,0.189312
-756,-279.744,90.314,0.0800969,7.99841,-0.00368571,0.00115866,7.99841,0.615889,0.191372
-743.4,-279.744,90.314,0.0800971,7.99812,-0.00388172,0.00121844,7.99813,0.615892,0.19351
-730.8,-279.744,90.314,0.0800973,7.99783,-0.00408925,0.0012862,7.99783,0.615895,0.195763
-718.2,-279.744,90.314,0.0800975,7.99752,-0.00430793,0.00135273,7.99752,0.615898,0.198093
-705.6,-279.744,90.314,0.0800977,7.9972,-0.00454237,0.00143183,7.9972,0.615902,0.200528
-693,-279.744,90.314,0.0800979,7.99687,-0.00479059,0.00150495,7.99687,0.615905,0.203022
-680.4,-279.744,90.314,0.0800981,7.99652,-0.00505554,0.00159211,7.99652,0.615908,0.205656
-667.8,-279.744,90.314,0.0800984,7.99616,-0.00533439,0.00167317,7.99616,0.615912,0.208371
-655.2,-279.744,90.314,0.0800986,7.99578,-0.00563193,0.0017727,7.99578,0.615916,0.211252
-642.6,-279.744,90.314,0.0800989,7.99538,-0.00594877,0.00186914,7.99538,0.61592,0.214207
-630,-279.744,90.314,0.0800991,7.99497,-0.00628422,0.00197695,7.99497,0.615924,0.21732
-617.4,-279.744,90.314,0.0800994,7.99454,-0.00663921,0.00209166,7.99455,0.615928,0.220526
-604.8,-279.744,90.314,0.0800997,7.9941,-0.00701928,0.00221011,7.9941,0.615932,0.22386
-592.2,-279.744,90.314,0.0801,7.99363,-0.00741768,0.00234486,7.99364,0.615937,0.227327
-579.6,-279.744,90.314,0.0801003,7.99315,-0.0078441,0.00247929,7.99316,0.615942,0.230874
-567,-279.744,90.314,0.0801007,7.99265,-0.00829834,0.00264104,7.99266,0.615948,0.234599
-554.4,-279.744,90.314,0.0801011,7.99214,-0.00878201,0.00279373,7.99215,0.615953,0.238378
-541.8,-279.744,90.314,0.0801015,7.99161,-0.00929549,0.00296685,7.99162,0.615959,0.24235
-529.2,-279.744,90.314,0.0801018,7.99106,-0.00984444,0.00313599,7.99107,0.615965,0.246432
-516.6,-279.744,90.314,0.0801023,7.99049,-0.0104269,0.00332863,7.99049,0.615972,0.250705
-504,-279.744,90.314,0.0801027,7.9899,-0.0110511,0.0035262,7.98991,0.615979,0.255055
-491.4,-279.744,90.314,0.0801032,7.98929,-0.0117152,0.00373677,7.9893,0.615986,0.259549
-478.8,-279.744,90.314,0.0801037,7.98866,-0.0124224,0.00396392,7.98867,0.615994,0.26415
-466.2,-279.744,90.314,0.0801042,7.98802,-0.0131859,0.00420039,7.98803,0.616002,0.26886
-453.6,-279.744,90.314,0.0801048,7.98736,-0.0139955,0.0044505,7.98737,0.616011,0.27371
-441,-279.744,90.314,0.0801054,7.98668,-0.0148657,0.00472047,7.9867,0.616021,0.278661
-428.4,-279.744,90.314,0.0801061,7.98599,-0.0157951,0.00497735,7.986,0.61603,0.283694
-415.8,-279.744,90.314,0.0801067,7.98527,-0.0167822,0.00528433,7.98529,0.616041,0.28894
-403.2,-279.744,90.314,0.0801075,7.98455,-0.0178517,0.00557774,7.98457,0.616052,0.294132
-390.6,-279.744,90.314,0.0801082,7.9838,-0.0189894,0.00590242,7.98383,0.616064,0.299502
-378,-279.744,90.314,0.0801091,7.98307,-0.0201751,0.00626767,7.98309,0.616076,0.304866
-365.4,-279.744,90.314,0.0801099,7.98232,-0.0215337,0.00660684,7.98235,0.61609,0.310031
-352.8,-279.744,90.314,0.0801109,7.98156,-0.0228189,0.00701134,7.9816,0.616104,0.315368
-340.2,-279.744,90.314,0.0801118,7.98085,-0.0243504,0.00739342,7.98089,0.616119,0.320302
-327.6,-279.744,90.314,0.0801128,7.98011,-0.0259914,0.00779025,7.98015,0.616134,0.325053
-315,-279.744,90.314,0.0801138,7.97939,-0.0273867,0.00823093,7.97944,0.61615,0.330124
-302.4,-279.744,90.314,0.0801149,7.9787,-0.0296079,0.00861485,7.97876,0.616166,0.334271
-289.8,-279.744,90.314,0.0801163,7.97791,-0.0309076,0.00911518,7.97797,0.616188,0.339588
-277.2,-279.744,90.314,0.0801178,7.97738,-0.0328548,0.00967502,7.97745,0.616211,0.343733
-264.6,-279.744,90.314,0.0801192,7.97682,-0.0359833,0.0101757,7.97691,0.616232,0.345653
-252,-279.744,90.314,0.0801209,7.97613,-0.0378918,0.0107685,7.97622,0.616259,0.350123
-239.4,-279.744,90.314,0.0801226,7.97581,-0.0404317,0.011545,7.97592,0.616285,0.352923
-226.8,-279.744,90.314,0.0801242,7.97541,-0.0426063,0.0120394,7.97553,0.616309,0.354863
-214.2,-279.744,90.314,0.0801263,7.97489,-0.0452553,0.0128042,7.97502,0.616342,0.357333
-201.6,-279.744,90.314,0.0801286,7.97472,-0.0490877,0.0138756,7.97488,0.616377,0.357409
-189,-279.744,90.314,0.0801306,7.97483,-0.0521899,0.0145792,7.97501,0.616408,0.355633
-176.4,-279.744,90.314,0.0801326,7.97515,-0.055135,0.0152952,7.97535,0.616439,0.351343
-163.8,-279.744,90.314,0.0801346,7.9757,-0.0583992,0.0160092,7.97593,0.61647,0.345228
-151.2,-279.744,90.314,0.0801368,7.9765,-0.0617024,0.0167309,7.97676,0.616503,0.336827
-138.6,-279.744,90.314,0.080139,7.9776,-0.0649856,0.0174738,7.97788,0.616537,0.325466
-126,-279.744,90.314,0.0801412,7.97898,-0.0683272,0.0182391,7.9793,0.616571,0.311919
-113.4,-279.744,90.314,0.0801434,7.98069,-0.0716083,0.0190067,7.98103,0.616605,0.295952
-100.8,-279.744,90.314,0.0801455,7.98275,-0.0748147,0.0197378,7.98312,0.616637,0.277134
-88.2,-279.744,90.314,0.0801474,7.98518,-0.0779039,0.0204477,7.98559,0.616666,0.255376
-75.6,-279.744,90.314,0.0801491,7.988,-0.0807989,0.0210898,7.98843,0.616693,0.230561
-63,-279.744,90.314,0.0801506,7.99117,-0.0834461,0.0216853,7.99164,0.616716,0.202851
-50.4,-279.744,90.314,0.0801518,7.9947,-0.0857525,0.0221982,7.99519,0.616734,0.172244
-37.8,-279.744,90.314,0.0801527,7.99854,-0.0876678,0.0226223,7.99905,0.616748,0.13912
-25.2,-279.744,90.314,0.0801532,8.00264,-0.0891152,0.0229805,8.00317,0.616755,0.10388
-12.6,-279.744,90.314,0.0801533,8.00693,-0.0900341,0.0232044,8.00747,0.616757,0.066939
7.47128e-14,-279.744,90.314,0.080153,8.01134,-0.0903947,0.0233724,8.01189,0.616752,0.0291753
12.6,-279.744,90.314,0.0801522,8.0158,-0.0901635,0.0234172,8.01634,0.616739,-0.00900609
25.2,-279.744,90.314,0.0801509,8.02018,-0.0893205,0.0233531,8.02071,0.61672,-0.046637
37.8,-279.744,90.314,0.0801492,8.02441,-0.087922,0.0232339,8.02492,0.616694,-0.0830181
50.4,-279.744,90.314,0.0801469,8.02843,-0.0859999,0.0229836,8.02892,0.616659,-0.117673
63,-279.744,90.314,0.0801442,8.03212,-0.0835425,0.0226347,8.03259,0.616617,-0.149861
75.6,-279.744,90.314,0.0801411,8.03549,-0.0808106,0.0222618,8.03593,0.616569,-0.178951
88.2,-279.744,90.314,0.0801375,8.03848,-0.077648,0.0217454,8.03888,0.616513,-0.205564
100.8,-279.744,90.314,0.0801336,8.04105,-0.0741916,0.0211651,8.04142,0.616453,-0.228119
113.4,-279.744,90.314,0.0801292,8.04328,-0.0710684,0.0206728,8.04362,0.616386,-0.248119
126,-279.744,90.314,0.0801246,8.04498,-0.0664453,0.019765,8.04528,0.616315,-0.264525
138.6,-279.744,90.314,0.0801197,8.04647,-0.0648959,0.0195475,8.04676,0.61624,-0.277406
151.2,-279.744,90.314,0.080114,8.04784,-0.0601187,0.018637,8.04809,0.616153,-0.290421
163.8,-279.744,90.314,0.0801083,8.0483,-0.0538824,0.0172557,8.0485,0.616065,-0.298752
176.4,-279.744,90.314,0.0801029,8.04804,-0.0515859,0.0167562,8.04822,0.615982,-0.300519
189,-279.744,90.314,0.0800975,8.048,-0.0473001,0.0158651,8.04816,0.615899,-0.301057
201.6,-279.744,90.314,0.0800923,8.04795,-0.0443438,0.0152138,8.04809,0.615818,-0.301727
214.2,-279.744,90.314,0.0800871,8.04758,-0.0418469,0.0147294,8.0477,0.615739,-0.300593
226.8,-279.744,90.314,0.0800817,8.04713,-0.0390224,0.0141544,8.04724,0.615656,-0.298517
239.4,-279.744,90.314,0.0800762,8.04661,-0.0361721,0.0135038,8.04671,0.615571,-0.295787
252,-279.744,90.314,0.0800707,8.04599,-0.0335372,0.0128937,8.04607,0.615486,-0.292002
264.6,-279.744,90.314,0.0800651,8.04528,-0.0311078,0.0122943,8.04535,0.615401,-0.287205
277.2,-279.744,90.314,0.0800595,8.04451,-0.0288386,0.011697,8.04457,0.615314,-0.281833
289.8,-279.744,90.314,0.0800539,8.04368,-0.0267433,0.0111156,8.04374,0.615229,-0.276039
302.4,-279.744,90.314,0.0800484,8.04281,-0.0248102,0.0105589,8.04285,0.615144,-0.269853
315,-279.744,90.314,0.080043,8.04189,-0.023008,0.0100251,8.04193,0.61506,-0.263359
327.6,-279.744,90.314,0.0800376,8.04094,-0.0213156,0.00951293,8.04097,0.614978,-0.256654
340.2,-279.744,90.314,0.0800323,8.03997,-0.0197206,0.00902314,8.04,0.614896,-0.249812
352.8,-279.744,90.314,0.0800271,8.03898,-0.0182134,0.00855574,8.03901,0.614816,-0.242892
365.4,-279.744,90.314,0.080022,8.038,-0.0167868,0.00811035,8.03802,0.614737,-0.235946
378,-279.744,90.314,0.0800169,8.03701,-0.0154367,0.00768656,8.03703,0.614659,-0.229018
390.6,-279.744,90.314,0.0800119,8.03604,-0.0141605,0.00728428,8.03605,0.614583,-0.222142
403.2,-279.744,90.314,0.080007,8.03508,-0.0129566,0.00690323,8.03509,0.614507,-0.215345
415.8,-279.744,90.314,0.0800021,8.03413,-0.0118239,0.00654297,8.03415,0.614433,-0.208652
428.4,-279.744,90.314,0.0799974,8.03321,-0.0107613,0.00620281,8.03322,0.61436,-0.202079
441,-279.744,90.314,0.0799927,8.03231,-0.00976723,0.00588195,8.03232,0.614287,-0.195639
453.6,-279.744,90.314,0.079988,8.03144,-0.00883917,0.00557935,8.03145,0.614216,-0.189345
466.2,-279.744,90.314,0.0799835,8.03059,-0.00797413,0.00529368,8.0306,0.614146,-0.183206
478.8,-279.744,90.314,0.079979,8.02977,-0.00716832,0.00502372,8.02978,0.614077,-0.177227
491.4,-279.744,90.314,0.0799746,8.02898,-0.00641759,0.00476818,8.02898,0.614009,-0.171412
504,-279.744,90.314,0.0799702,8.02821,-0.00571772,0.00452589,8.02821,0.613942,-0.165763
516.6,-279.744,90.314,0.0799659,8.02746,-0.00506463,0.00429568,8.02746,0.613876,-0.160282
529.2,-279.744,90.314,0.0799617,8.02674,-0.00445451,0.00407661,8.02674,0.613811,-0.154968
541.8,-279.744,90.314,0.0799575,8.02604,-0.00388395,0.00386777,8.02604,0.613748,-0.149819
554.4,-279.744,90.314,0.0799534,8.02536,-0.00334983,0.00366852,8.02536,0.613685,-0.144835
567,-279.744,90.314,0.0799494,8.0247,-0.00284945,0.00347817,8.0247,0.613623,-0.140011
579.6,-279.744,90.314,0.0799454,8.02407,-0.00238032,0.00329635,8.02407,0.613562,-0.135346
592.2,-279.744,90.314,0.0799415,8.02345,-0.0019403,0.00312266,8.02345,0.613502,-0.130836
604.8,-279.744,90.314,0.0799377,8.02286,-0.00152757,0.0029566,8.02286,0.613443,-0.126477
617.4,-279.744,90.314,0.0799339,8.02229,-0.00114047,0.00279784,8.02229,0.613385,-0.122265
630,-279.744,90.314,0.0799301,8.02173,-0.000777537,0.00264601,8.02173,0.613327,-0.118197
642.6,-279.744,90.314,0.0799264,8.0212,-0.000437551,0.0025008,8.0212,0.613271,-0.114268
655.2,-279.744,90.314,0.0799228,8.02069,-0.000119411,0.00236186,8.02069,0.613215,-0.110474
667.8,-279.744,90.314,0.0799192,8.0202,0.000177798,0.00222879,8.0202,0.61316,-0.106811
680.4,-279.744,90.314,0.0799157,8.01972,0.000454945,0.00210124,8.01972,0.613105,-0.103273
693,-279.744,90.314,0.0799122,8.01927,0.00071278,0.00197881,8.01927,0.613052,-0.0998582
705.6,-279.744,90.314,0.0799087,8.01883,0.000952072,0.00186124,8.01883,0.612999,-0.0965605
718.2,-279.744,90.314,0.0799053,8.01841,0.00117353,0.0017481,8.01841,0.612946,-0.0933763
730.8,-279.744,90.314,0.0799019,8.01801,0.00137789,0.00163918,8.01801,0.612895,-0.0903012
743.4,-279.744,90.314,0.0798986,8.01762,0.00156587,0.00153405,8.01762,0.612844,-0.0873316
756,-279.744,90.314,0.0798953,8.01725,0.00173823,0.00143254,8.01725,0.612793,-0.0844631
768.6,-279.744,90.314,0.0798921,8.0169,0.0018957,0.00133435,8.0169,0.612744,-0.0816923
781.2,-279.744,90.314,0.079889,8.01656,0.00203913,0.00123933,8.01656,0.612696,-0.0790151
793.8,-279.744,90.314,0.0798858,8.01624,0.00216919,0.00114715,8.01624,0.612648,-0.076428
806.4,-279.744,90.314,0.0798828,8.01593,0.00228693,0.00105772,8.01593,0.612601,-0.0739277
819,-279.744,90.314,0.0798798,8.01563,0.00239285,0.000970883,8.01563,0.612555,-0.071511
831.6,-279.744,90.314,0.0798769,8.01535,0.00248833,0.00088661,8.01535,0.612511,-0.0691743
844.2,-279.744,90.314,0.0798741,8.01507,0.00257356,0.000804596,8.01507,0.612467,-0.0669147
856.8,-279.744,90.314,0.0798713,8.01481,0.00265048,0.00072502,8.01481,0.612425,-0.0647286
869.4,-279.744,90.314,0.0798686,8.01455,0.00271824,0.000647393,8.01456,0.612383,-0.0626135
882,-279.744,90.314,0.079866,8.01431,0.00278035,0.000572232,8.01431,0.612343,-0.0605653
894.623,-279.744,90.314,0.0798634,8.01407,0.00283595,0.000496363,8.01407,0.612304,-0.0585209
908.872,-279.744,90.314,0.0798607,8.01381,0.00289577,0.000417069,8.01381,0.612262,-0.0563544
924.957,-279.744,90.314,0.0798577,8.01354,0.00294963,0.000329429,8.01354,0.612217,-0.0540108
943.114,-279.744,90.314,0.0798546,8.01324,0.00301333,0.000237093,8.01324,0.612169,-0.0514777
963.611,-279.744,90.314,0.0798514,8.01292,0.00306288,0.000135252,8.01292,0.612119,-0.0487691
986.748,-279.744,90.314,0.0798481,8.01258,0.00312796,3.13854e-05,8.01258,0.612069,-0.045867
1012.87,-279.744,90.314,0.0798448,8.01223,0.00316762,-8.36395e-05,8.01223,0.612019,-0.0428134
1042.35,-279.744,90.314,0.0798418,8.01185,0.0032298,-0.000195829,8.01185,0.611973,-0.0395686
1075.63,-279.744,90.314,0.0798393,8.01146,0.00325363,-0.000320622,8.01146,0.611934,-0.0362307
1113.2,-279.744,90.314,0.0798377,8.01105,0.00330831,-0.000436993,8.01105,0.611909,-0.0327064
1155.61,-279.744,90.314,0.0798375,8.01063,0.00330796,-0.00056328,8.01063,0.611907,-0.0291909
1203.49,-279.744,90.314,0.0798395,8.0102,0.00335491,-0.000679371,8.0102,0.611938,-0.0254979
1257.53,-279.744,90.314,0.0798448,8.00975,0.0033201,-0.000793418,8.00975,0.612019,-0.0219336
1318.54,-279.744,90.314,0.0798549,8.00927,0.00336234,-0.000910943,8.00927,0.612173,-0.0182558
1387.4,-279.744,90.314,0.0798717,8.00877,0.00328303,-0.000981178,8.00877,0.612431,-0.0147118
1465.14,-279.744,90.314,0.079898,8.00821,0.00332114,-0.00112966,8.00821,0.612834,-0.0114958
1552.89,-279.744,90.314,0.0799383,8.00752,0.00318858,-0.00110003,8.00752,0.613452,-0.0077163
1651.95,-279.744,90.314,0.0799889,8.00687,0.00316395,-0.00129607,8.00687,0.614229,-0.00562008
1763.77,-279.744,90.314,0.0800937,8.00563,0.00325599,-0.0013604,8.00563,0.61584,-0.00149894
1890,-279.744,90.314,0.0801723,8.00467,0.00288369,-0.00109234,8.00467,0.617049,0
-1260,-250.539,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.156735
-1214.85,-250.539,90.314,0.0800921,8.00313,-0.000194378,9.80263e-05,8.00313,0.615816,0.15678
-1173.81,-250.539,90.314,0.0800923,8.00307,-0.000360689,9.98268e-05,8.00307,0.615818,0.156835
-1136.49,-250.539,90.314,0.0800925,8.00291,-0.000508643,0.0001087,8.00291,0.615821,0.157982
-1102.55,-250.539,90.314,0.0800927,8.00273,-0.000668486,0.000176898,8.00273,0.615824,0.159544
-1071.7,-250.539,90.314,0.0800929,8.00255,-0.000798026,0.000207092,8.00255,0.615828,0.160785
-1043.65,-250.539,90.314,0.0800931,8.00234,-0.000950355,0.00026259,8.00234,0.615831,0.162457
-1018.14,-250.539,90.314,0.0800933,8.00212,-0.00108171,0.000310512,8.00212,0.615835,0.164194
-994.954,-250.539,90.314,0.0800936,8.00191,-0.00121403,0.000360826,8.00191,0.615838,0.165868
-973.87,-250.539,90.314,0.0800938,8.00169,-0.00134742,0.000409801,8.00169,0.615841,0.167526
-954.7,-250.539,90.314,0.080094,8.00147,-0.00147672,0.000458796,8.00147,0.615844,0.169191
-937.27,-250.539,90.314,0.0800942,8.00126,-0.00159733,0.000505708,8.00126,0.615848,0.170802
-921.422,-250.539,90.314,0.0800944,8.00106,-0.00171513,0.000549733,8.00106,0.615851,0.172354
-907.013,-250.539,90.314,0.0800946,8.00086,-0.00182752,0.000591622,8.00086,0.615854,0.173847
-893.912,-250.539,90.314,0.0800948,8.00067,-0.00193307,0.000634068,8.00067,0.615856,0.175283
-882,-250.539,90.314,0.0800949,8.00049,-0.00203715,0.00067487,8.00049,0.615859,0.176689
-869.4,-250.539,90.314,0.0800951,8.00029,-0.00214671,0.000720276,8.00029,0.615862,0.178158
-856.8,-250.539,90.314,0.0800953,8.00009,-0.00226333,0.000762959,8.00009,0.615865,0.179702
-844.2,-250.539,90.314,0.0800955,7.99987,-0.00238445,0.000814989,7.99987,0.615868,0.181332
-831.6,-250.539,90.314,0.0800957,7.99965,-0.00251343,0.000862001,7.99965,0.615871,0.183001
-819,-250.539,90.314,0.0800959,7.99941,-0.00264909,0.000914227,7.99941,0.615874,0.184768
-806.4,-250.539,90.314,0.0800961,7.99917,-0.00279335,0.000965426,7.99917,0.615878,0.186601
-793.8,-250.539,90.314,0.0800964,7.99891,-0.00294638,0.00101968,7.99892,0.615881,0.188538
-781.2,-250.539,90.314,0.0800966,7.99865,-0.00310887,0.00107511,7.99865,0.615884,0.190569
-768.6,-250.539,90.314,0.0800968,7.99837,-0.00328168,0.00113029,7.99837,0.615887,0.192704
-756,-250.539,90.314,0.080097,7.99807,-0.0034646,0.00119109,7.99807,0.615891,0.19496
-743.4,-250.539,90.314,0.0800972,7.99776,-0.00365997,0.00125449,7.99776,0.615894,0.197321
-730.8,-250.539,90.314,0.0800974,7.99744,-0.00386646,0.00132253,7.99744,0.615897,0.199801
-718.2,-250.539,90.314,0.0800976,7.9971,-0.00408572,0.00139443,7.9971,0.615901,0.202394
-705.6,-250.539,90.314,0.0800979,7.99675,-0.00431659,0.00147589,7.99675,0.615904,0.205093
-693,-250.539,90.314,0.0800981,7.99638,-0.00456348,0.00155562,7.99638,0.615908,0.207874
-680.4,-250.539,90.314,0.0800984,7.996,-0.00482254,0.00164568,7.996,0.615912,0.210788
-667.8,-250.539,90.314,0.0800986,7.9956,-0.00509914,0.00173169,7.9956,0.615916,0.21381
-655.2,-250.539,90.314,0.0800989,7.99518,-0.00538878,0.00183588,7.99518,0.61592,0.217012
-642.6,-250.539,90.314,0.0800992,7.99474,-0.00569911,0.0019356,7.99474,0.615924,0.220315
-630,-250.539,90.314,0.0800995,7.99428,-0.00602488,0.00205135,7.99428,0.615929,0.223807
-617.4,-250.539,90.314,0.0800998,7.9938,-0.00637161,0.00216611,7.9938,0.615933,0.227413
-604.8,-250.539,90.314,0.0801001,7.9933,-0.00674025,0.00229815,7.9933,0.615938,0.231209
-592.2,-250.539,90.314,0.0801004,7.99278,-0.00712922,0.0024311,7.99278,0.615944,0.235112
-579.6,-250.539,90.314,0.0801008,7.99223,-0.00754406,0.00257822,7.99224,0.615949,0.239187
-567,-250.539,90.314,0.0801012,7.99167,-0.00798373,0.00274322,7.99167,0.615955,0.243406
-554.4,-250.539,90.314,0.0801016,7.99108,-0.00845532,0.0029027,7.99109,0.615962,0.247749
-541.8,-250.539,90.314,0.080102,7.99047,-0.00895537,0.00308209,7.99048,0.615968,0.252335
-529.2,-250.539,90.314,0.0801025,7.98983,-0.00949432,0.00326527,7.98984,0.615975,0.257101
-516.6,-250.539,90.314,0.080103,7.98917,-0.010067,0.00347092,7.98917,0.615983,0.262085
-504,-250.539,90.314,0.0801035,7.98848,-0.0106843,0.00368032,7.98848,0.615991,0.267217
-491.4,-250.539,90.314,0.080104,7.98776,-0.0113425,0.0039096,7.98777,0.615999,0.272562
-478.8,-250.539,90.314,0.0801046,7.98701,-0.0120493,0.00415062,7.98702,0.616008,0.278055
-466.2,-250.539,90.314,0.0801053,7.98624,-0.0128107,0.00441067,7.98626,0.616018,0.283772
-453.6,-250.539,90.314,0.080106,7.98545,-0.01363,0.00468807,7.98546,0.616029,0.289671
-441,-250.539,90.314,0.0801067,7.98463,-0.0145099,0.00496923,7.98464,0.61604,0.295738
-428.4,-250.539,90.314,0.0801075,7.98377,-0.0154591,0.00527371,7.98379,0.616052,0.302046
-415.8,-250.539,90.314,0.0801083,7.98289,-0.0164759,0.00560345,7.98291,0.616064,0.308532
-403.2,-250.539,90.314,0.0801092,7.98198,-0.01758,0.00594088,7.982,0.616078,0.315157
-390.6,-250.539,90.314,0.0801101,7.98104,-0.0187567,0.00631724,7.98107,0.616093,0.321974
-378,-250.539,90.314,0.0801112,7.98009,-0.0200282,0.00670546,7.98012,0.616109,0.328838
-365.4,-250.539,90.314,0.0801123,7.97911,-0.0214079,0.00711249,7.97914,0.616126,0.33583
-352.8,-250.539,90.314,0.0801135,7.97812,-0.0228505,0.00757769,7.97815,0.616144,0.342976
-340.2,-250.539,90.314,0.0801148,7.9771,-0.0245022,0.00799085,7.97714,0.616164,0.349953
-327.6,-250.539,90.314,0.0801162,7.97606,-0.0261216,0.00855748,7.97611,0.616187,0.357429
-315,-250.539,90.314,0.0801177,7.97507,-0.028019,0.00906694,7.97512,0.616209,0.36449
-302.4,-250.539,90.314,0.0801193,7.97404,-0.0300932,0.00962511,7.9741,0.616234,0.371406
-289.8,-250.539,90.314,0.0801209,7.97305,-0.0318053,0.0102513,7.97312,0.616259,0.378668
-277.2,-250.539,90.314,0.0801226,7.9722,-0.0345131,0.0107596,7.97229,0.616285,0.38392
-264.6,-250.539,90.314,0.0801247,7.97117,-0.0367402,0.0114864,7.97126,0.616317,0.389459
-252,-250.539,90.314,0.0801268,7.97027,-0.0394821,0.0122668,7.97038,0.61635,0.395666
-239.4,-250.539,90.314,0.0801288,7.9696,-0.0424164,0.0129299,7.96972,0.61638,0.399964
-226.8,-250.539,90.314,0.0801312,7.9687,-0.0440017,0.0135398,7.96883,0.616416,0.406913
-214.2,-250.539,90.314,0.0801341,7.96804,-0.047858,0.0145122,7.9682,0.616461,0.412159
