Points_0,Points_1,Points_2,TI,U_0,U_1,U_2,U_Magnitude,k,p
315,250.538,90.314,0.0800694,8.04335,0.0220826,0.0119755,8.04339,0.615466,-0.299105
327.6,250.538,90.314,0.0800639,8.04204,0.0201393,0.0114002,8.04208,0.615382,-0.289807
340.2,250.538,90.314,0.0800585,8.04075,0.0183448,0.0108512,8.04078,0.615299,-0.280548
352.8,250.538,90.314,0.0800532,8.03948,0.0166813,0.0103269,8.0395,0.615217,-0.271386
365.4,250.538,90.314,0.0800479,8.03822,0.0151356,0.00982521,8.03824,0.615136,-0.262368
378,250.538,90.314,0.0800427,8.03699,0.0136986,0.00934452,8.03701,0.615055,-0.253526
390.6,250.538,90.314,0.0800375,8.0358,0.0123636,0.00888401,8.03581,0.614976,-0.244886
403.2,250.538,90.314,0.0800324,8.03463,0.0111261,0.00844221,8.03464,0.614898,-0.236468
415.8,250.538,90.314,0.0800274,8.0335,0.00998238,0.0080181,8.03351,0.61482,-0.228282
428.4,250.538,90.314,0.0800224,8.03242,0.00892795,0.0076105,8.03242,0.614744,-0.220337
441,250.538,90.314,0.0800174,8.03136,0.00795768,0.00721879,8.03137,0.614668,-0.212634
453.6,250.538,90.314,0.0800125,8.03035,0.00706632,0.00684227,8.03036,0.614593,-0.205176
466.2,250.538,90.314,0.0800077,8.02938,0.00624802,0.00648036,8.02938,0.614519,-0.197961
478.8,250.538,90.314,0.080003,8.02843,0.00549712,0.00613268,8.02844,0.614445,-0.190988
491.4,250.538,90.314,0.0799983,8.02753,0.00480827,0.00579906,8.02753,0.614373,-0.184253
504,250.538,90.314,0.0799936,8.02666,0.00417651,0.00547931,8.02666,0.614302,-0.17775
516.6,250.538,90.314,0.0799891,8.02582,0.00359729,0.0051733,8.02582,0.614232,-0.171475
529.2,250.538,90.314,0.0799846,8.02501,0.00306635,0.00488081,8.02501,0.614163,-0.165423
541.8,250.538,90.314,0.0799802,8.02423,0.0025797,0.00460164,8.02424,0.614096,-0.159586
554.4,250.538,90.314,0.0799759,8.02349,0.00213349,0.00433543,8.02349,0.61403,-0.153958
567,250.538,90.314,0.0799716,8.02277,0.00172403,0.00408178,8.02277,0.613965,-0.148535
579.6,250.538,90.314,0.0799675,8.02208,0.0013478,0.00384021,8.02208,0.613901,-0.143308
592.2,250.538,90.314,0.0799635,8.02142,0.00100146,0.00361016,8.02142,0.613839,-0.138272
604.8,250.538,90.314,0.0799595,8.02078,0.000681896,0.0033911,8.02078,0.613778,-0.133419
617.4,250.538,90.314,0.0799557,8.02017,0.000386275,0.00318241,8.02017,0.613719,-0.128744
630,250.538,90.314,0.0799519,8.01958,0.000112056,0.00298354,8.01958,0.613661,-0.124241
642.6,250.538,90.314,0.0799483,8.01901,-0.000143036,0.00279386,8.01901,0.613605,-0.119903
655.2,250.538,90.314,0.0799447,8.01847,-0.000380941,0.0026129,8.01847,0.613551,-0.115725
667.8,250.538,90.314,0.0799413,8.01794,-0.000603395,0.00244008,8.01794,0.613499,-0.1117
680.4,250.538,90.314,0.079938,8.01743,-0.000811842,0.00227491,8.01743,0.613448,-0.107823
693,250.538,90.314,0.0799348,8.01694,-0.0010076,0.00211693,8.01694,0.6134,-0.104089
705.6,250.538,90.314,0.0799318,8.01647,-0.00119177,0.00196564,8.01647,0.613353,-0.100493
718.2,250.538,90.314,0.0799289,8.01601,-0.00136536,0.00182069,8.01601,0.613308,-0.0970283
730.8,250.538,90.314,0.0799261,8.01557,-0.0015293,0.00168161,8.01557,0.613266,-0.0936913
743.4,250.538,90.314,0.0799235,8.01515,-0.00168436,0.00154809,8.01515,0.613226,-0.0904764
756,250.538,90.314,0.079921,8.01474,-0.00183133,0.00141972,8.01474,0.613188,-0.0873793
768.6,250.538,90.314,0.0799187,8.01435,-0.00197083,0.00129622,8.01435,0.613152,-0.0843953
781.2,250.538,90.314,0.0799166,8.01397,-0.00210358,0.00117721,8.01397,0.613119,-0.0815197
793.8,250.538,90.314,0.0799146,8.0136,-0.0022301,0.00106237,8.0136,0.613089,-0.0787481
806.4,250.538,90.314,0.0799128,8.01324,-0.00235117,0.000951486,8.01324,0.613062,-0.0760756
819,250.538,90.314,0.0799112,8.0129,-0.00246666,0.000844185,8.0129,0.613037,-0.073498
831.6,250.538,90.314,0.0799098,8.01257,-0.0025768,0.000740412,8.01257,0.613016,-0.0710113
844.2,250.538,90.314,0.0799086,8.01224,-0.00268116,0.000639687,8.01224,0.612998,-0.0686129
856.8,250.538,90.314,0.0799077,8.01193,-0.00278039,0.000542263,8.01193,0.612982,-0.0662988
869.4,250.538,90.314,0.0799069,8.01163,-0.00287393,0.000447422,8.01163,0.61297,-0.0640673
882,250.538,90.314,0.0799063,8.01133,-0.00296368,0.000355879,8.01133,0.612962,-0.0619127
894.623,250.538,90.314,0.079906,8.01104,-0.00304875,0.000263391,8.01104,0.612957,-0.0597663
908.872,250.538,90.314,0.0799059,8.01073,-0.00313862,0.000167232,8.01073,0.612956,-0.0574921
924.957,250.538,90.314,0.0799062,8.01038,-0.00322686,6.0686e-05,8.01038,0.612961,-0.0550349
943.114,250.538,90.314,0.0799071,8.01001,-0.0033237,-5.02624e-05,8.01001,0.612974,-0.0523808
963.611,250.538,90.314,0.0799087,8.00961,-0.00341166,-0.000173789,8.00961,0.612999,-0.0495521
986.748,250.538,90.314,0.0799115,8.00918,-0.00350864,-0.000298756,8.00918,0.613041,-0.0465228
1012.87,250.538,90.314,0.0799157,8.00871,-0.00358725,-0.000438116,8.00871,0.613107,-0.0433489
1042.35,250.538,90.314,0.0799221,8.00821,-0.00367554,-0.000574781,8.00821,0.613205,-0.0399777
1075.63,250.538,90.314,0.0799315,8.00767,-0.00373181,-0.00072582,8.00767,0.613348,-0.03653
1113.2,250.538,90.314,0.0799448,8.00708,-0.00380442,-0.000871152,8.00708,0.613553,-0.0328812
1155.61,250.538,90.314,0.0799636,8.00644,-0.00382513,-0.0010217,8.00644,0.613842,-0.0292795
1203.49,250.538,90.314,0.0799899,8.00573,-0.00388235,-0.00117729,8.00573,0.614244,-0.0254856
1257.53,250.538,90.314,0.080026,8.00494,-0.00384805,-0.00130656,8.00494,0.614799,-0.0218498
1318.54,250.538,90.314,0.0800752,8.00401,-0.00390696,-0.00147696,8.00402,0.615556,-0.0181054
1387.4,250.538,90.314,0.0801416,8.00295,-0.00379611,-0.00154217,8.00295,0.616578,-0.0144772
1465.14,250.538,90.314,0.0802295,8.00169,-0.0038956,-0.00174909,8.00169,0.617931,-0.0113297
1552.89,250.538,90.314,0.0803477,8.00003,-0.0037341,-0.00171209,8.00003,0.619753,-0.00731762
1651.95,250.538,90.314,0.0804854,7.99838,-0.00372334,-0.00189494,7.99838,0.621879,-0.00541746
1763.77,250.538,90.314,0.0807304,7.99536,-0.00385109,-0.00199062,7.99536,0.625671,-0.00108331
1890,250.538,90.314,0.0809058,7.99303,-0.00339454,-0.00163307,7.99303,0.628391,0
-1260,279.744,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.156216
-1214.85,279.744,90.314,0.0800921,8.00318,0.000203997,8.30565e-05,8.00318,0.615815,0.155669
-1173.81,279.744,90.314,0.0800922,8.00312,0.000371197,0.000113074,8.00312,0.615817,0.155791
-1136.49,279.744,90.314,0.0800924,8.00297,0.000564101,0.000101036,8.00297,0.61582,0.156841
-1102.55,279.744,90.314,0.0800926,8.00278,0.000716639,0.000148665,8.00278,0.615823,0.158427
-1071.7,279.744,90.314,0.0800928,8.00261,0.000849599,0.000226405,8.00261,0.615826,0.159884
-1043.65,279.744,90.314,0.080093,8.00242,0.00101436,0.000248018,8.00242,0.615829,0.16112
-1018.14,279.744,90.314,0.0800932,8.00222,0.00115156,0.000293435,8.00222,0.615833,0.162746
-994.954,279.744,90.314,0.0800934,8.002,0.00129121,0.000331884,8.002,0.615836,0.164408
-973.87,279.744,90.314,0.0800937,8.00179,0.00141991,0.000402382,8.00179,0.61584,0.166071
-954.7,279.744,90.314,0.0800939,8.00159,0.00155493,0.000444928,8.00159,0.615843,0.167512
-937.27,279.744,90.314,0.0800941,8.0014,0.00168248,0.00049502,8.0014,0.615846,0.16906
-921.422,279.744,90.314,0.0800943,8.00121,0.00180477,0.000541044,8.00121,0.615849,0.170528
-907.013,279.744,90.314,0.0800945,8.00102,0.00192422,0.000583916,8.00102,0.615852,0.171922
-893.912,279.744,90.314,0.0800946,8.00085,0.00203891,0.000625107,8.00085,0.615855,0.173253
-882,279.744,90.314,0.0800948,8.00068,0.00215326,0.000664684,8.00068,0.615857,0.174563
-869.4,279.744,90.314,0.080095,8.0005,0.00227351,0.000705999,8.0005,0.61586,0.175936
-856.8,279.744,90.314,0.0800951,8.00031,0.0024026,0.000749695,8.00031,0.615862,0.177389
-844.2,279.744,90.314,0.0800953,8.00011,0.00253732,0.000793282,8.00011,0.615865,0.178906
-831.6,279.744,90.314,0.0800955,7.9999,0.00268004,0.000841659,7.9999,0.615868,0.180496
-819,279.744,90.314,0.0800957,7.99968,0.00282871,0.000887502,7.99968,0.61587,0.182143
-806.4,279.744,90.314,0.0800959,7.99945,0.00298576,0.000939746,7.99945,0.615873,0.183878
-793.8,279.744,90.314,0.080096,7.99921,0.00314986,0.000994325,7.99922,0.615876,0.185671
-781.2,279.744,90.314,0.0800962,7.99896,0.00332265,0.00104742,7.99897,0.615879,0.187537
-768.6,279.744,90.314,0.0800964,7.99871,0.00350467,0.00111023,7.99871,0.615882,0.189497
-756,279.744,90.314,0.0800966,7.99843,0.00369658,0.00116541,7.99844,0.615885,0.191513
-743.4,279.744,90.314,0.0800968,7.99815,0.00389948,0.00123503,7.99815,0.615888,0.193662
-730.8,279.744,90.314,0.0800971,7.99785,0.00411487,0.0012979,7.99785,0.615892,0.195875
-718.2,279.744,90.314,0.0800973,7.99754,0.00434173,0.00137669,7.99754,0.615895,0.198233
-705.6,279.744,90.314,0.0800975,7.99722,0.00458175,0.00145104,7.99722,0.615899,0.200647
-693,279.744,90.314,0.0800977,7.99688,0.00483547,0.00153715,7.99688,0.615902,0.203193
-680.4,279.744,90.314,0.080098,7.99654,0.00510447,0.00162884,7.99654,0.615906,0.205798
-667.8,279.744,90.314,0.0800982,7.99617,0.00539117,0.00171188,7.99618,0.61591,0.208483
-655.2,279.744,90.314,0.0800985,7.9958,0.00569264,0.00181037,7.9958,0.615913,0.211324
-642.6,279.744,90.314,0.0800987,7.9954,0.00601443,0.00190345,7.9954,0.615917,0.214278
-630,279.744,90.314,0.080099,7.99499,0.00635273,0.00202213,7.99499,0.615922,0.217421
-617.4,279.744,90.314,0.0800993,7.99456,0.00671486,0.00213185,7.99457,0.615926,0.22061
-604.8,279.744,90.314,0.0800996,7.99412,0.00709953,0.00225577,7.99412,0.61593,0.223975
-592.2,279.744,90.314,0.0800998,7.99366,0.00750615,0.00237842,7.99367,0.615935,0.227425
-579.6,279.744,90.314,0.0801001,7.99319,0.00794053,0.00250973,7.99319,0.615939,0.231029
-567,279.744,90.314,0.0801004,7.99269,0.00839867,0.00264859,7.99269,0.615944,0.234761
-554.4,279.744,90.314,0.0801008,7.99217,0.00888816,0.00280072,7.99217,0.615949,0.23864
-541.8,279.744,90.314,0.0801011,7.99163,0.00940765,0.00296131,7.99164,0.615954,0.242638
-529.2,279.744,90.314,0.0801015,7.99108,0.00995951,0.00313605,7.99109,0.61596,0.246763
-516.6,279.744,90.314,0.0801019,7.99051,0.0105503,0.00332179,7.99051,0.615966,0.251
-504,279.744,90.314,0.0801023,7.98992,0.0111765,0.00351826,7.98993,0.615973,0.255355
-491.4,279.744,90.314,0.0801028,7.98931,0.0118464,0.00372235,7.98932,0.61598,0.259825
-478.8,279.744,90.314,0.0801033,7.98869,0.0125609,0.00393857,7.9887,0.615987,0.264406
-466.2,279.744,90.314,0.0801037,7.98805,0.0133283,0.00415752,7.98806,0.615994,0.269114
-453.6,279.744,90.314,0.0801043,7.98737,0.0141422,0.00439836,7.98739,0.616003,0.27403
-441,279.744,90.314,0.0801049,7.98669,0.0150127,0.00466291,7.9867,0.616012,0.279053
-428.4,279.744,90.314,0.0801055,7.98599,0.0159415,0.00493118,7.986,0.616021,0.284147
-415.8,279.744,90.314,0.0801062,7.98527,0.0169302,0.00523686,7.98529,0.616032,0.289386
-403.2,279.744,90.314,0.0801069,7.98455,0.0179917,0.0055467,7.98457,0.616043,0.29462
-390.6,279.744,90.314,0.0801077,7.98381,0.0191259,0.00587293,7.98383,0.616055,0.299962
-378,279.744,90.314,0.0801085,7.98306,0.0203311,0.0062365,7.98309,0.616067,0.305368
-365.4,279.744,90.314,0.0801093,7.98232,0.0216234,0.00659241,7.98235,0.61608,0.310689
-352.8,279.744,90.314,0.0801103,7.98156,0.0230286,0.00698394,7.9816,0.616095,0.316056
-340.2,279.744,90.314,0.0801112,7.98082,0.0244322,0.00740545,7.98086,0.616109,0.321399
-327.6,279.744,90.314,0.0801122,7.98009,0.0261147,0.00780847,7.98013,0.616125,0.326391
-315,279.744,90.314,0.0801133,7.97935,0.0276783,0.0082908,7.9794,0.616142,0.331442
-302.4,279.744,90.314,0.0801145,7.97867,0.0293942,0.00875071,7.97873,0.616159,0.336018
-289.8,279.744,90.314,0.0801156,7.97802,0.0315139,0.00923951,7.97809,0.616177,0.339984
-277.2,279.744,90.314,0.0801169,7.9774,0.0330072,0.00974168,7.97747,0.616197,0.344083
-264.6,279.744,90.314,0.0801183,7.97693,0.0356302,0.0103223,7.97702,0.616219,0.347366
-252,279.744,90.314,0.0801197,7.97638,0.0374503,0.0108415,7.97647,0.61624,0.349506
-239.4,279.744,90.314,0.0801214,7.97576,0.0393303,0.0113415,7.97587,0.616266,0.352781
-226.8,279.744,90.314,0.0801234,7.97547,0.0434393,0.0121903,7.97559,0.616296,0.354576
-214.2,279.744,90.314,0.0801252,7.97517,0.0461407,0.0129688,7.97532,0.616324,0.355421
-201.6,279.744,90.314,0.0801271,7.97481,0.0490402,0.0136583,7.97497,0.616354,0.356206
-189,279.744,90.314,0.0801293,7.9748,0.052512,0.0144484,7.97499,0.616388,0.354403
-176.4,279.744,90.314,0.0801316,7.97517,0.0554308,0.0151808,7.97537,0.616423,0.350235
-163.8,279.744,90.314,0.0801338,7.97576,0.0586472,0.0159058,7.97599,0.616457,0.343614
-151.2,279.744,90.314,0.0801361,7.97659,0.0619062,0.0166681,7.97684,0.616492,0.335146
-138.6,279.744,90.314,0.0801382,7.97767,0.0652431,0.0174338,7.97796,0.616525,0.324429
-126,279.744,90.314,0.0801403,7.97905,0.0685941,0.0181931,7.97937,0.616558,0.311346
-113.4,279.744,90.314,0.0801424,7.98077,0.071903,0.0189324,7.98111,0.616589,0.295496
-100.8,279.744,90.314,0.0801444,7.98285,0.0751311,0.0196591,7.98322,0.616619,0.276668
-88.2,279.744,90.314,0.0801463,7.9853,0.0782259,0.0203434,7.98571,0.616648,0.254776
-75.6,279.744,90.314,0.080148,7.98812,0.0811129,0.0209979,7.98856,0.616675,0.229927
-63,279.744,90.314,0.0801495,7.9913,0.0837252,0.0215726,7.99176,0.616699,0.202079
-50.4,279.744,90.314,0.0801508,7.99482,0.0859955,0.0221067,7.99531,0.616718,0.171513
-37.8,279.744,90.314,0.0801517,7.99865,0.087844,0.0225218,7.99917,0.616733,0.138277
-25.2,279.744,90.314,0.0801523,8.00274,0.0892322,0.022891,8.00327,0.616742,0.103022
-12.6,279.744,90.314,0.0801525,8.00703,0.0900761,0.023127,8.00757,0.616745,0.0659282
1.12608e-13,279.744,90.314,0.0801523,8.01142,0.090376,0.0232709,8.01197,0.616742,0.0279396
12.6,279.744,90.314,0.0801516,8.01587,0.0900874,0.0233569,8.01641,0.616732,-0.0103847
25.2,279.744,90.314,0.0801506,8.02023,0.089203,0.0232165,8.02076,0.616715,-0.0483814
37.8,279.744,90.314,0.080149,8.02446,0.0877923,0.0231787,8.02497,0.61669,-0.0846438
50.4,279.744,90.314,0.0801468,8.02846,0.0858261,0.022807,8.02895,0.616657,-0.119735
63,279.744,90.314,0.0801444,8.03211,0.0834665,0.0225369,8.03258,0.61662,-0.151591
75.6,279.744,90.314,0.0801415,8.0355,0.080702,0.0221525,8.03593,0.616576,-0.181292
88.2,279.744,90.314,0.0801381,8.03847,0.077605,0.0215914,8.03888,0.616524,-0.208013
100.8,279.744,90.314,0.0801343,8.04108,0.0743593,0.0210918,8.04145,0.616465,-0.230877
113.4,279.744,90.314,0.0801301,8.04323,0.0707726,0.0203449,8.04357,0.6164,-0.251306
126,279.744,90.314,0.0801259,8.04491,0.0673028,0.0197579,8.04522,0.616335,-0.266716
138.6,279.744,90.314,0.0801215,8.04661,0.0626048,0.0190199,8.04688,0.616267,-0.280861
151.2,279.744,90.314,0.0801165,8.04757,0.0603831,0.0185448,8.04782,0.61619,-0.293115
163.8,279.744,90.314,0.080111,8.04765,0.0564231,0.0177457,8.04787,0.616106,-0.297698
176.4,279.744,90.314,0.0801056,8.04773,0.0506516,0.0168213,8.04791,0.616022,-0.298905
189,279.744,90.314,0.0801002,8.04775,0.0475674,0.0160871,8.0479,0.615941,-0.300391
201.6,279.744,90.314,0.080095,8.04763,0.0443072,0.0152401,8.04776,0.615861,-0.300934
214.2,279.744,90.314,0.08009,8.04734,0.0416723,0.0146372,8.04747,0.615783,-0.300301
226.8,279.744,90.314,0.0800848,8.04693,0.038793,0.0139947,8.04703,0.615703,-0.298672
239.4,279.744,90.314,0.0800797,8.04635,0.0361962,0.0133897,8.04644,0.615624,-0.295886
252,279.744,90.314,0.0800746,8.04563,0.0336199,0.0128125,8.04571,0.615546,-0.291908
264.6,279.744,90.314,0.0800696,8.04485,0.0311057,0.0122548,8.04492,0.615469,-0.28721
277.2,279.744,90.314,0.0800646,8.04401,0.0287493,0.011714,8.04407,0.615392,-0.281877
289.8,279.744,90.314,0.0800596,8.04312,0.0265479,0.011195,8.04317,0.615315,-0.276006
302.4,279.744,90.314,0.0800546,8.04219,0.0244951,0.0106975,8.04224,0.615239,-0.269752
315,279.744,90.314,0.0800496,8.04125,0.0225874,0.0102191,8.04128,0.615162,-0.263213
327.6,279.744,90.314,0.0800447,8.04028,0.0208149,0.00976073,8.04032,0.615086,-0.25646
340.2,279.744,90.314,0.0800397,8.03932,0.0191625,0.00932203,8.03934,0.61501,-0.249574
352.8,279.744,90.314,0.0800348,8.03835,0.0176156,0.00890246,8.03837,0.614935,-0.242624
365.4,279.744,90.314,0.08003,8.03738,0.0161625,0.00850096,8.0374,0.61486,-0.235664
378,279.744,90.314,0.0800251,8.03642,0.0147949,0.00811672,8.03644,0.614786,-0.228735
390.6,279.744,90.314,0.0800203,8.03547,0.013509,0.00774807,8.03549,0.614713,-0.221875
403.2,279.744,90.314,0.0800156,8.03454,0.0123029,0.00739401,8.03456,0.61464,-0.215108
415.8,279.744,90.314,0.0800109,8.03363,0.0111755,0.00705293,8.03364,0.614567,-0.208459
428.4,279.744,90.314,0.0800062,8.03274,0.0101259,0.00672338,8.03275,0.614495,-0.201941
441,279.744,90.314,0.0800015,8.03187,0.00915211,0.0064048,8.03188,0.614423,-0.195563
453.6,279.744,90.314,0.0799968,8.03103,0.008251,0.00609655,8.03104,0.614351,-0.189333
466.2,279.744,90.314,0.0799922,8.03021,0.00741853,0.0057981,8.03022,0.61428,-0.183259
478.8,279.744,90.314,0.0799876,8.02942,0.00665026,0.00550918,8.02942,0.614209,-0.177346
491.4,279.744,90.314,0.079983,8.02865,0.00594191,0.00522962,8.02866,0.614138,-0.171593
504,279.744,90.314,0.0799784,8.02791,0.00528913,0.00495935,8.02791,0.614068,-0.166002
516.6,279.744,90.314,0.0799738,8.0272,0.0046879,0.0046984,8.0272,0.613998,-0.160574
529.2,279.744,90.314,0.0799693,8.02651,0.00413439,0.00444678,8.02651,0.613928,-0.155307
541.8,279.744,90.314,0.0799648,8.02584,0.00362501,0.00420451,8.02584,0.613859,-0.1502
554.4,279.744,90.314,0.0799603,8.0252,0.0031563,0.00397159,8.0252,0.613791,-0.145249
567,279.744,90.314,0.0799559,8.02458,0.00272492,0.00374787,8.02458,0.613723,-0.140454
579.6,279.744,90.314,0.0799515,8.02398,0.00232761,0.00353321,8.02398,0.613655,-0.13581
592.2,279.744,90.314,0.0799471,8.02341,0.00196125,0.00332733,8.02341,0.613588,-0.131314
604.8,279.744,90.314,0.0799428,8.02285,0.00162288,0.00312998,8.02285,0.613522,-0.126964
617.4,279.744,90.314,0.0799386,8.02232,0.0013097,0.00294085,8.02232,0.613457,-0.122755
630,279.744,90.314,0.0799344,8.0218,0.00101917,0.00275967,8.02181,0.613392,-0.118684
642.6,279.744,90.314,0.0799302,8.02131,0.000748906,0.00258612,8.02131,0.613328,-0.114748
655.2,279.744,90.314,0.0799261,8.02083,0.000496839,0.00241998,8.02083,0.613266,-0.110942
667.8,279.744,90.314,0.0799221,8.02036,0.000261067,0.00226098,8.02036,0.613204,-0.107263
680.4,279.744,90.314,0.0799181,8.01992,3.99334e-05,0.00210888,8.01992,0.613143,-0.103707
693,279.744,90.314,0.0799142,8.01948,-0.000168035,0.00196348,8.01948,0.613083,-0.100271
705.6,279.744,90.314,0.0799104,8.01906,-0.000364139,0.00182452,8.01906,0.613024,-0.0969506
718.2,279.744,90.314,0.0799066,8.01866,-0.000549501,0.00169183,8.01866,0.612967,-0.0937426
730.8,279.744,90.314,0.079903,8.01827,-0.000725139,0.0015651,8.01827,0.61291,-0.0906435
743.4,279.744,90.314,0.0798994,8.01789,-0.000891893,0.00144414,8.01789,0.612855,-0.0876499
756,279.744,90.314,0.0798958,8.01753,-0.00105057,0.00132864,8.01753,0.612801,-0.0847587
768.6,279.744,90.314,0.0798924,8.01718,-0.00120177,0.00121833,8.01718,0.612749,-0.081966
781.2,279.744,90.314,0.0798891,8.01684,-0.00134613,0.00111284,8.01684,0.612697,-0.0792689
793.8,279.744,90.314,0.0798858,8.01651,-0.00148401,0.00101189,8.01651,0.612647,-0.0766639
806.4,279.744,90.314,0.0798826,8.0162,-0.00161588,0.000915229,8.0162,0.612598,-0.0741476
819,279.744,90.314,0.0798795,8.0159,-0.00174183,0.000822425,8.0159,0.612551,-0.0717167
831.6,279.744,90.314,0.0798765,8.0156,-0.00186239,0.000733413,8.0156,0.612505,-0.0693674
844.2,279.744,90.314,0.0798736,8.01532,-0.00197733,0.000647646,8.01532,0.61246,-0.0670973
856.8,279.744,90.314,0.0798708,8.01505,-0.00208753,0.000565389,8.01505,0.612417,-0.0649025
869.4,279.744,90.314,0.0798681,8.01479,-0.00219207,0.000485844,8.01479,0.612375,-0.0627815
882,279.744,90.314,0.0798655,8.01454,-0.00229277,0.000409733,8.01454,0.612335,-0.0607295
894.623,279.744,90.314,0.0798629,8.01429,-0.00238881,0.000333514,8.01429,0.612295,-0.0586821
908.872,279.744,90.314,0.0798602,8.01402,-0.00248997,0.000255357,8.01402,0.612254,-0.0565109
924.957,279.744,90.314,0.0798573,8.01373,-0.00258993,0.000169346,8.01373,0.61221,-0.0541622
943.114,279.744,90.314,0.0798542,8.01342,-0.00269848,8.10026e-05,8.01342,0.612163,-0.0516229
963.611,279.744,90.314,0.0798511,8.01309,-0.00279862,-1.66982e-05,8.01309,0.612115,-0.0489113
986.748,279.744,90.314,0.0798479,8.01274,-0.00290748,-0.000114335,8.01274,0.612066,-0.0460038
1012.87,279.744,90.314,0.0798448,8.01237,-0.00299854,-0.000222479,8.01237,0.612019,-0.0429481
1042.35,279.744,90.314,0.079842,8.01198,-0.00309836,-0.000327175,8.01198,0.611976,-0.0397
1075.63,279.744,90.314,0.0798398,8.01158,-0.00316685,-0.000442404,8.01158,0.611941,-0.0363603
1113.2,279.744,90.314,0.0798384,8.01116,-0.00324878,-0.00055223,8.01116,0.61192,-0.0328326
1155.61,279.744,90.314,0.0798384,8.01073,-0.00327792,-0.000665456,8.01073,0.61192,-0.0293122
1203.49,279.744,90.314,0.0798405,8.01028,-0.00334025,-0.00078106,8.01028,0.611952,-0.025622
1257.53,279.744,90.314,0.0798457,8.00983,-0.00330762,-0.000877382,8.00983,0.612032,-0.0220414
1318.54,279.744,90.314,0.0798554,8.00935,-0.00335914,-0.00100442,8.00935,0.612181,-0.0183743
1387.4,279.744,90.314,0.0798715,8.00885,-0.00324496,-0.00105817,8.00885,0.612428,-0.0147853
1465.14,279.744,90.314,0.0798965,8.0083,-0.00330003,-0.00120573,8.0083,0.612811,-0.0115545
1552.89,279.744,90.314,0.079935,8.00763,-0.00315179,-0.00116948,8.00763,0.613402,-0.00769987
1651.95,279.744,90.314,0.0799833,8.00701,-0.00304021,-0.00131537,8.00701,0.614144,-0.00558847
1763.77,279.744,90.314,0.080085,8.00582,-0.00311127,-0.00138999,8.00582,0.615707,-0.00154181
1890,279.744,90.314,0.0801618,8.00488,-0.00276381,-0.00112367,8.00488,0.616887,0
-1260,314.785,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.154831
-1214.85,314.785,90.314,0.0800922,8.00318,0.00018733,6.90346e-05,8.00318,0.615816,0.154291
-1173.81,314.785,90.314,0.0800923,8.00314,0.00044351,0.000112653,8.00314,0.615819,0.154459
-1136.49,314.785,90.314,0.0800924,8.003,0.000638102,9.00337e-05,8.003,0.615821,0.155522
-1102.55,314.785,90.314,0.0800927,8.00281,0.000784496,0.000131462,8.00281,0.615824,0.157006
-1071.7,314.785,90.314,0.0800928,8.00265,0.000925053,0.00021127,8.00265,0.615827,0.158293
-1043.65,314.785,90.314,0.080093,8.00249,0.00109562,0.000225489,8.00249,0.615829,0.15943
-1018.14,314.785,90.314,0.0800932,8.00229,0.00123679,0.000272335,8.00229,0.615832,0.161018
-994.954,314.785,90.314,0.0800934,8.00209,0.00138569,0.000311516,8.00209,0.615836,0.162545
-973.87,314.785,90.314,0.0800936,8.0019,0.00152344,0.000379314,8.0019,0.615839,0.164051
-954.7,314.785,90.314,0.0800938,8.00172,0.00167101,0.000420416,8.00172,0.615842,0.165353
-937.27,314.785,90.314,0.080094,8.00153,0.00180656,0.000466607,8.00153,0.615845,0.166776
-921.422,314.785,90.314,0.0800942,8.00136,0.00193787,0.000513884,8.00136,0.615848,0.16814
-907.013,314.785,90.314,0.0800944,8.00119,0.00206335,0.000556125,8.00119,0.61585,0.169422
-893.912,314.785,90.314,0.0800945,8.00103,0.00218389,0.000597221,8.00103,0.615853,0.170646
-882,314.785,90.314,0.0800947,8.00087,0.0023033,0.000636325,8.00087,0.615855,0.171848
-869.4,314.785,90.314,0.0800948,8.00071,0.00242905,0.000678219,8.00071,0.615858,0.173103
-856.8,314.785,90.314,0.080095,8.00053,0.00256353,0.000719969,8.00053,0.61586,0.174421
-844.2,314.785,90.314,0.0800952,8.00035,0.00270409,0.000765195,8.00035,0.615863,0.175806
-831.6,314.785,90.314,0.0800953,8.00016,0.00285243,0.000810051,8.00016,0.615865,0.177248
-819,314.785,90.314,0.0800955,7.99996,0.00300718,0.000859945,7.99996,0.615868,0.178763
-806.4,314.785,90.314,0.0800957,7.99975,0.00317017,0.000908149,7.99975,0.615871,0.180333
-793.8,314.785,90.314,0.0800959,7.99953,0.00334118,0.000965248,7.99953,0.615874,0.181989
-781.2,314.785,90.314,0.0800961,7.99931,0.00351999,0.0010199,7.99931,0.615877,0.183686
-768.6,314.785,90.314,0.0800963,7.99907,0.0037095,0.00108125,7.99908,0.61588,0.18546
-756,314.785,90.314,0.0800965,7.99883,0.00390626,0.00114219,7.99883,0.615883,0.187274
-743.4,314.785,90.314,0.0800967,7.99858,0.00411805,0.00120827,7.99858,0.615886,0.189159
-730.8,314.785,90.314,0.0800969,7.99832,0.0043383,0.00126946,7.99832,0.615889,0.1911
-718.2,314.785,90.314,0.0800971,7.99805,0.00457247,0.00134102,7.99805,0.615892,0.193151
-705.6,314.785,90.314,0.0800973,7.99776,0.00481975,0.00141554,7.99776,0.615895,0.195258
