# Calibrated actuator disk source
# Turbine ID:                : disk1
# Thrust method:             : constantParameters
# Monitor reading method:    : actuatorDisk
# Rotation applied:          : 0.0000000000e+00
# Load distribution:         : NRELdistribution
#                 
# Time            # Uref            # Ctref           # Cpref           # Thr_Calc        # Thr_Applied     # errorT (%)      #                 
1                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
2                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
3                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
4                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
5                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
6                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
7                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
8                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
9                 8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
10                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
11                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
12                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
13                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
14                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
15                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
16                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
17                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
18                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
19                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
20                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
21                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
22                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
23                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
24                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
25                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
26                8.000e+00		7.700e-01	0.000e+00	3.077e+05		3.045e+05	-1.052e+00	
